,Latitude,Longitude,Date_Time,Distance,Velocity,delta_t
0,39.899875,116.385296,2008-11-07 20:28:36,0.0,0.0,0
1,39.899875,116.385296,2008-11-07 20:28:36,0.0,0.0,0
2,39.899787,116.385427,2008-11-07 20:28:41,0.014865246995863054,10.7029778370214,5
3,39.899631,116.385099,2008-11-07 20:29:01,0.010956557413807232,7.888721337941207,5
4,39.899434,116.385383,2008-11-07 20:29:06,0.032685216156423,23.53335563262456,5
5,39.898804,116.385771,2008-11-07 20:29:36,0.004564646888793939,3.286545759931637,5
6,39.898478,116.385635,2008-11-07 20:29:56,0.007201133857407575,5.184816377333454,5
7,39.898372,116.385574,2008-11-07 20:30:09,0.0,0.0,3
8,39.898371,116.385573,2008-11-07 20:30:11,0.00014014985257974818,0.25226973464354674,2
9,39.898371,116.385573,2008-11-07 20:30:11,0.00014014985257974818,0.25226973464354674,2
10,39.898453,116.385074,2008-11-07 20:30:54,0.0,0.0,3
11,39.898455,116.385074,2008-11-07 20:30:56,0.00022206536330349115,0.3997176539462841,2
12,39.898419,116.384823,2008-11-07 20:31:16,0.006074871529378076,4.373907501152215,5
13,39.898061,116.384292,2008-11-07 20:31:36,0.0041905144766644035,3.0171704231983703,5
14,39.897772,116.384192,2008-11-07 20:31:56,0.007581156310376322,5.458432543470954,5
15,39.897703,116.384253,2008-11-07 20:32:01,0.009268747787084884,6.673498406701118,5
16,39.897589,116.384134,2008-11-07 20:32:16,0.0060478425740899434,4.35444665334476,5
17,39.89752,116.38273999999998,2008-11-07 20:33:59,0.0,0.0,3
18,39.897523,116.382732,2008-11-07 20:34:01,0.0007609495507572143,1.3697091913629853,2
19,39.897442,116.382054,2008-11-07 20:34:41,0.008860607768507556,6.379637593325441,5
20,39.897551,116.381101,2008-11-07 20:35:31,0.008979740440821345,6.465413117391369,5
21,39.897478,116.38061,2008-11-07 20:36:01,0.0006117639969109293,0.4404700777758691,5
22,39.89747,116.380607,2008-11-07 20:36:06,0.000924572000401341,0.6656918402889654,5
23,39.89747,116.380601,2008-11-07 20:36:11,0.0005131286291794601,0.3694526130092113,5
24,39.89747,116.380601,2008-11-07 20:36:14,0.0,0.0,3
25,39.897472,116.380596,2008-11-07 20:36:16,0.0004818307937329294,0.8672954287192729,2
26,39.897429,116.380557,2008-11-07 20:36:26,0.001571266486783979,1.1313118704844651,5
27,39.897418,116.380513,2008-11-07 20:36:31,0.003956195113286292,2.84846048156613,5
28,39.897564,116.378752,2008-11-07 20:38:31,0.005559994615319608,4.003196123030119,5
29,39.897464,116.378364,2008-11-07 20:39:01,0.014200317855725713,10.224228856122512,5
30,39.89708,116.377896,2008-11-07 20:39:51,0.0011173156006826094,0.8044672324914787,5
31,39.89708,116.377896,2008-11-07 20:39:51,0.0011173156006826094,0.8044672324914787,5
32,39.897027,116.378006,2008-11-07 20:40:06,0.0023506958479877394,1.6925010105511722,5
33,39.896972,116.378015,2008-11-07 20:40:16,0.000999293880124864,0.719491593689902,5
34,39.89696,116.377943,2008-11-07 20:40:21,0.006300092545344142,4.536066632647782,5
35,39.897025,116.377847,2008-11-07 20:40:26,0.010931278338408491,7.870520403654113,5
36,39.897538,116.37771,2008-11-07 20:40:36,0.03273572389036528,23.569721201063,5
37,39.898512,116.3776,2008-11-07 20:41:11,0.024148535366723185,17.38694546404069,5
