,Latitude,Longitude,Date_Time,Distance,Velocity,delta_t
0,40.003769,116.200072,2009-03-22 12:20:06,0.2456022109752156,0.7887314536224586,1121.0000000000002
1,40.003769,116.200072,2009-03-22 12:20:06,0.2456022109752156,0.7887314536224586,1121.0000000000002
2,40.003683,116.199814,2009-03-22 12:20:12,0.001624553469290598,5.8483924894461525,1.0
3,40.003695,116.200137,2009-03-22 12:20:19,0.005958583931398806,21.450902153035702,1.0
4,40.003671,116.200108,2009-03-22 12:20:24,0.0010774552396698757,1.2929462876038509,3.0
5,40.003974,116.200197,2009-03-22 12:21:01,0.0021660656479541526,1.5595672665269895,5.0
6,40.003931,116.200169,2009-03-22 12:21:11,0.001582548909498719,1.1394352148390776,5.0
7,40.004005,116.200135,2009-03-22 12:21:25,0.0015316777733849227,1.3785099960464304,4.0
8,40.004034,116.200153,2009-03-22 12:21:30,0.0035680259586751,2.568978690246072,5.0
9,40.003995,116.199815,2009-03-22 12:25:21,0.02918448726262401,0.4548231781188158,231.0
10,40.003988,116.199806,2009-03-22 12:25:26,0.0010930227906713725,0.7869764092833882,5.0
11,40.003984,116.19981,2009-03-22 12:25:31,0.0005602852052896301,0.4034053478085337,5.0
12,40.003984,116.19981,2009-03-22 12:25:34,0.0,0.0,3.0
13,40.003981,116.199808,2009-03-22 12:25:36,0.0003743306201046949,0.6737951161884506,2.0
14,40.004005,116.199734,2009-03-22 12:25:51,0.0016465966795736007,1.1855496092929922,5.0
15,40.003995,116.199735,2009-03-22 12:25:56,0.0011136255779431784,0.8018104161190884,5.0
16,40.003986,116.19973600000002,2009-03-22 12:26:01,0.001002953889215084,0.7221268002348604,5.0
17,40.004012,116.199768,2009-03-22 12:26:10,0.001563838722916272,1.1259638804997159,5.0
18,40.003998,116.199735,2009-03-22 12:26:18,0.0,0.0,3.0
19,40.003991,116.199732,2009-03-22 12:26:20,0.0008183690958886582,1.4730643725995851,2.0
20,40.003964,116.19973,2009-03-22 12:26:25,0.00300279739127039,2.1620141217146807,5.0
21,40.003974,116.19975,2009-03-22 12:26:30,0.0020370020174185453,1.4666414525413531,5.0
22,40.003989,116.199752,2009-03-22 12:26:35,0.0016742532797204286,1.2054623613987083,5.0
23,40.004091,116.199824,2009-03-22 12:27:00,0.003039734622959798,2.1886089285310546,5.0
24,40.004063,116.199806,2009-03-22 12:27:10,0.0012332633646988445,0.8879496225831679,5.0
25,40.003946,116.199709,2009-03-22 12:27:37,0.0011956103379933904,0.8608394433552412,5.0
26,40.003951,116.199693,2009-03-22 12:27:42,0.0014747145406836324,1.0617944692922152,5.0
27,40.003951,116.199693,2009-03-22 12:27:42,0.0014747145406836324,1.0617944692922152,5.0
28,40.003941,116.199852,2009-03-22 12:28:07,0.0012479563002223805,0.8985285361601137,5.0
29,40.003941,116.199852,2009-03-22 12:28:07,0.0012479563002223805,0.8985285361601137,5.0
30,40.004048,116.199743,2009-03-22 12:28:39,0.0013036528421233144,0.9386300463287864,5.0
31,40.004048,116.199743,2009-03-22 12:28:39,0.0013036528421233144,0.9386300463287864,5.0
32,40.004051,116.199752,2009-03-22 12:28:44,0.0008375855507427232,0.6030615965347605,5.0
33,40.004064,116.19976,2009-03-22 12:28:49,0.0015969318460347544,1.1497909291450232,5.0
34,40.00397,116.199758,2009-03-22 12:29:03,0.001335149809392149,0.9613078627623474,5.0
35,40.003977,116.199742,2009-03-22 12:29:08,0.0015718366905372151,1.1317224171867948,5.0
36,40.003974,116.199733,2009-03-22 12:29:13,0.0008375863114845951,0.6030621442689085,5.0
37,40.004184,116.200047,2009-03-22 12:33:28,0.029987542280696836,0.44063327432860655,245.00000000000003
38,40.004184,116.200047,2009-03-22 12:33:28,0.029987542280696836,0.44063327432860655,245.00000000000003
39,40.004222,116.200017,2009-03-22 12:33:38,0.0019249734164382933,1.3859808598355714,5.0
40,40.004249,116.199957,2009-03-22 12:33:48,0.0037400647980768533,2.6928466546153342,5.0
41,40.004355,116.200001,2009-03-22 12:34:02,0.003132506286106953,2.255404525997006,5.0
42,40.004451,116.199715,2009-03-22 12:34:35,0.0,0.0,3.0
43,40.00445,116.199709,2009-03-22 12:34:37,0.0005242238184100027,0.943602873138005,2.0
44,40.004477,116.199679,2009-03-22 12:34:47,0.0014982047663952278,1.0787074318045642,5.0
45,40.004477,116.199679,2009-03-22 12:34:47,0.0014982047663952278,1.0787074318045642,5.0
46,40.004488,116.199689,2009-03-22 12:34:57,0.0015316766475930233,1.1028071862669768,5.0
47,40.004491,116.199723,2009-03-22 12:35:10,0.0,0.0,3.0
48,40.004489,116.199727,2009-03-22 12:35:12,0.0004073982364909583,0.7333168256837249,2.0
49,40.004556,116.199683,2009-03-22 12:35:32,0.0009516804278217264,0.6852099080316431,5.0
50,40.00455,116.19968,2009-03-22 12:35:37,0.0007137603271120679,0.513907435520689,5.0
51,40.00455,116.19968,2009-03-22 12:35:40,0.0,0.0,3.0
52,40.004534,116.199668,2009-03-22 12:35:47,0.0012228459125554548,0.8804490570399274,5.0
53,40.004602,116.199727,2009-03-22 12:36:01,0.0016926768540204856,1.2187273348947496,5.0
54,40.004605,116.199703,2009-03-22 12:36:06,0.0020762105093307197,1.4948715667181176,5.0
55,40.004624,116.19971,2009-03-22 12:36:24,0.0,0.0,3.0
56,40.004623,116.199713,2009-03-22 12:36:26,0.00027919321848793066,0.5025477932782753,2.0
57,40.00462,116.199728,2009-03-22 12:36:31,0.001323428158613157,0.952868274201473,5.0
58,40.004615,116.199742,2009-03-22 12:36:36,0.0013180587659351658,0.9490023114733191,5.0
59,40.004623,116.199725,2009-03-22 12:36:41,0.001701814744298749,1.2253066158950991,5.0
60,40.004721,116.199723,2009-03-22 12:36:51,0.005808460974769775,4.182091901834238,5.0
61,40.004758,116.199441,2009-03-22 12:37:15,0.005986429631862736,5.387786668676464,4.0
62,40.004597,116.199217,2009-03-22 12:37:40,0.0,0.0,3.0
63,40.004596,116.199209,2009-03-22 12:37:42,0.0006920702393452974,1.2457264308215354,2.0
64,40.004596,116.199209,2009-03-22 12:37:42,0.0006920702393452974,1.2457264308215354,2.0
65,40.004746,116.199304,2009-03-22 12:38:00,0.0013568176528552624,0.9769087100557888,5.0
66,40.004746,116.199304,2009-03-22 12:38:00,0.0013568176528552624,0.9769087100557888,5.0
67,40.004768,116.199289,2009-03-22 12:38:10,0.001929779360071821,1.3894411392517116,5.0
68,40.004891,116.199279,2009-03-22 12:38:24,0.005346739721426243,3.8496525994268946,5.0
69,40.004925,116.199404,2009-03-22 12:38:44,0.003931912093724411,2.830976707481576,5.0
70,40.005031,116.19905,2009-03-22 12:39:24,0.005300006010655718,3.816004327672117,5.0
71,40.005153,116.199087,2009-03-22 12:39:36,0.005373509387741964,4.836158448967767,4.0
72,40.005166,116.199075,2009-03-22 12:39:41,0.0017701576662189481,1.2745135196776425,5.0
73,40.0053,116.198942,2009-03-22 12:40:05,0.0029237212166116533,2.10507927596039,5.0
74,40.005336,116.198957,2009-03-22 12:40:15,0.001790074311931368,1.288853504590585,5.0
75,40.005348,116.198964,2009-03-22 12:40:20,0.0014603398009054185,1.0514446566519011,5.0
76,40.005399,116.198952,2009-03-22 12:40:30,0.0011644238555251175,0.8383851759780846,5.0
77,40.005425,116.19895,2009-03-22 12:40:35,0.0028919498005124354,2.0822038563689533,5.0
78,40.005401,116.198757,2009-03-22 12:40:52,0.003510330820585153,2.52743819082131,5.0
79,40.005513,116.198774,2009-03-22 12:41:10,0.0,0.0,3.0
80,40.005518,116.198778,2009-03-22 12:41:12,0.0006518226983148742,1.1732808569667734,2.0
81,40.005518,116.198778,2009-03-22 12:41:12,0.0006518226983148742,1.1732808569667734,2.0
82,40.005445,116.19866,2009-03-22 12:41:30,0.0018325549848590868,1.3194395890985424,5.0
83,40.005241,116.198543,2009-03-22 12:41:57,0.0023690493789721803,1.7057155528599697,5.0
84,40.005308,116.198557,2009-03-22 12:42:05,0.0016120490610054491,1.1606753239239234,5.0
85,40.005323,116.198569,2009-03-22 12:42:10,0.001955469606312574,1.4079381165450533,5.0
86,40.005309,116.198542,2009-03-22 12:42:20,0.0020341123198650865,1.4645608703028623,5.0
87,40.005414,116.19859,2009-03-22 12:42:40,0.0015568296792407366,1.12091736905333,5.0
88,40.005414,116.19859,2009-03-22 12:42:43,0.0,0.0,3.0
89,40.005416,116.198591,2009-03-22 12:42:45,0.00023791975455456478,0.4282555581982167,2.0
90,40.005445,116.19859,2009-03-22 12:42:55,0.0014258798877195165,1.0266335191580518,5.0
91,40.005487,116.198647,2009-03-22 12:43:08,0.0,0.0,3.0
92,40.005485,116.198675,2009-03-22 12:43:15,0.0019786366332841827,1.4246183759646118,5.0
93,40.005485,116.198675,2009-03-22 12:43:15,0.0019786366332841827,1.4246183759646118,5.0
94,40.005578,116.198592,2009-03-22 12:43:31,0.0,0.0,3.0
95,40.005578,116.198585,2009-03-22 12:43:33,0.0005977083583165902,1.0758750449698624,2.0
96,40.005565,116.198575,2009-03-22 12:43:38,0.0016770942466378554,1.2075078575792562,5.0
97,40.005565,116.198575,2009-03-22 12:43:41,0.0,0.0,3.0
