,Latitude,Longitude,Date_Time,Distance,Velocity,delta_t
0,39.926792,116.339071,2009-02-17 04:06:46,0.0,0.0,0.0
1,39.926792,116.339071,2009-02-17 04:06:46,0.0,0.0,0.0
2,39.926451,116.338717,2009-02-17 04:06:49,0.0063058032072611965,22.70089154614031,1.0
3,39.926506,116.338931,2009-02-17 04:06:58,0.00588573407402496,7.062880888829953,3.0
4,39.926314,116.338747,2009-02-17 04:07:25,0.0,0.0,3.0
5,39.926307,116.338739,2009-02-17 04:07:27,0.0010352722226192428,1.8634900007146369,2.0
6,39.926412,116.338804,2009-02-17 04:07:38,0.00167425075040781,1.2054605402936232,5.0
7,39.926626,116.338811,2009-02-17 04:07:58,0.006485721546150464,5.8371493915354185,4.0
8,39.926837,116.338734,2009-02-17 04:08:17,0.003881987896378266,2.795031285392352,5.0
9,39.926684,116.338586,2009-02-17 04:08:22,0.00638320620708091,11.489771172745638,2.0
10,39.926687,116.33874099999998,2009-02-17 04:08:50,0.0011332764293931193,0.8159590291630459,5.0
11,39.926687,116.33874099999998,2009-02-17 04:08:50,0.0011332764293931193,0.8159590291630459,5.0
12,39.92624,116.33818,2009-02-17 04:09:20,0.005372297613649258,6.446757136379111,3.0
13,39.926248,116.338462,2009-02-17 04:09:33,0.0053547193725527,4.819247435297429,4.0
14,39.926083,116.33831399999998,2009-02-17 04:09:48,0.005776835699374893,5.199152129437403,4.0
15,39.926155,116.338571,2009-02-17 04:10:05,0.0,0.0,3.0
16,39.926151,116.338567,2009-02-17 04:10:07,0.0005605167940207771,1.0089302292373992,2.0
17,39.926151,116.338567,2009-02-17 04:10:07,0.0005605167940207771,1.0089302292373992,2.0
18,39.926166,116.338561,2009-02-17 04:10:12,0.0017426892091750386,1.2547362306060277,5.0
19,39.926226,116.337253,2009-02-17 04:23:54,0.0018790823173215879,1.3529392684715429,5.0
20,39.926226,116.337253,2009-02-17 04:23:54,0.0018790823173215879,1.3529392684715429,5.0
21,39.926164,116.337295,2009-02-17 04:24:04,0.0019148283920650449,1.3786764422868325,5.0
22,39.926125,116.337324,2009-02-17 04:24:09,0.0049897228228901035,3.5926004324808734,5.0
23,39.926063,116.337263,2009-02-17 04:24:17,0.0017785869762949535,1.2805826229323665,5.0
24,39.926063,116.337263,2009-02-17 04:24:17,0.0017785869762949535,1.2805826229323665,5.0
25,39.926081,116.337092,2009-02-17 04:24:31,0.006592181086098194,5.932962977488375,4.0
26,39.926222,116.337399,2009-02-17 04:24:51,0.0017951994680536398,1.2925436169986206,5.0
27,39.92628300000001,116.337519,2009-02-17 04:24:58,0.00559027904380681,6.708334852568173,3.0
28,39.926068,116.336949,2009-02-17 04:25:17,0.003480347831654489,2.505850438791232,5.0
29,39.926431,116.337467,2009-02-17 04:25:49,0.0054506741798766144,3.9244854095111616,5.0
30,39.926358,116.33748,2009-02-17 04:26:03,0.0012243533811434535,0.8815344344232866,5.0
31,39.926406,116.337568,2009-02-17 04:26:13,0.003783483549235321,2.724108155449432,5.0
32,39.926408,116.33749,2009-02-17 04:26:21,0.0,0.0,3.0
33,39.926407,116.337489,2009-02-17 04:26:23,0.00014012900953269252,0.2522322171588465,2.0
34,39.926012,116.337072,2009-02-17 04:27:06,0.005814104961125912,4.186155572010657,5.0
35,39.926136,116.337261,2009-02-17 04:27:20,0.0023592344612627172,1.698648812109156,5.0
36,39.92613400000001,116.337055,2009-02-17 04:27:33,0.0038646811817933907,2.782570450891241,5.0
37,39.926282,116.337233,2009-02-17 04:28:08,0.004969066373495245,5.962879648194295,3.0
38,39.926284,116.337636,2009-02-17 04:28:43,0.002015096664424136,1.4508695983853777,5.0
39,39.926472,116.338328,2009-02-17 04:34:37,0.02489002394224109,0.2674748841554267,335.0
40,39.926472,116.338328,2009-02-17 04:34:37,0.02489002394224109,0.2674748841554267,335.0
41,39.925938,116.33648,2009-02-17 04:35:04,0.005596386961236709,10.073496530226075,2.0
42,39.926334,116.337109,2009-02-17 04:36:01,0.006105029767128954,7.326035720554745,3.0
43,39.925887,116.336072,2009-02-17 04:36:40,0.006002134752233945,5.401921277010549,4.0
44,39.925801,116.33603,2009-02-17 04:36:56,0.0,0.0,3.0
45,39.925798,116.336038,2009-02-17 04:36:58,0.0007606973774982921,1.3692552794969262,2.0
46,39.925783,116.335912,2009-02-17 04:37:13,0.004023985101448551,2.8972692730429563,5.0
47,39.925739,116.335998,2009-02-17 04:37:28,0.002547381111864732,1.8341144005426069,5.0
48,39.925739,116.335998,2009-02-17 04:37:31,0.0,0.0,3.0
49,39.925741,116.335992,2009-02-17 04:37:33,0.0005589258357648491,1.0060665043767285,2.0
50,39.925844,116.335799,2009-02-17 04:37:48,0.0022820910631977816,1.6431055655024027,5.0
51,39.925826,116.335878,2009-02-17 04:37:51,0.00704293299103217,8.451519589238607,3.0
52,39.925732,116.33585,2009-02-17 04:38:00,0.0069450786681100225,6.2505708012990215,4.0
53,39.925584,116.335412,2009-02-17 04:38:20,0.005735818632145178,5.16223676893066,4.0
54,39.92551,116.33566100000002,2009-02-17 04:38:38,0.002290935645283075,1.6494736646038135,5.0
55,39.92563,116.335479,2009-02-17 04:38:55,0.005465486107370121,3.935149997306487,5.0
56,39.925681,116.335595,2009-02-17 04:39:00,0.005328414860533507,9.591146748960313,2.0
57,39.92547800000001,116.335431,2009-02-17 04:39:26,0.004338275844966207,3.123558608375669,5.0
58,39.92590300000001,116.336428,2009-02-17 04:40:16,0.0017240829206485696,1.2413397028669702,5.0
59,39.925895,116.336504,2009-02-17 04:40:29,0.0,0.0,3.0
60,39.925892,116.33651,2009-02-17 04:40:31,0.000611587102788552,1.1008567850193935,2.0
61,39.926006,116.336691,2009-02-17 04:40:55,0.0,0.0,3.0
62,39.926,116.336692,2009-02-17 04:40:57,0.0006716616030715996,1.2089908855288791,2.0
63,39.925988,116.336692,2009-02-17 04:41:02,0.001332398528805012,0.9593269407396086,5.0
64,39.926133,116.336939,2009-02-17 04:41:27,0.0016656664555626025,1.1992798480050737,5.0
65,39.926133,116.336939,2009-02-17 04:41:27,0.0016656664555626025,1.1992798480050737,5.0
66,39.926119,116.336948,2009-02-17 04:41:32,0.0017344437405847125,1.248799493220993,5.0
67,39.926136,116.337093,2009-02-17 04:41:45,0.0018492012971737266,1.331424933965083,5.0
68,39.926063,116.337172,2009-02-17 04:41:54,0.0058973980799880855,5.307658271989276,4.0
69,39.926225,116.337023,2009-02-17 04:42:15,0.0038362357271772038,2.7620897235675868,5.0
70,39.926096,116.337096,2009-02-17 04:42:34,0.0032716637177327467,2.3555978767675767,5.0
71,39.926083,116.337045,2009-02-17 04:42:44,0.0017617157248536789,1.2684353218946487,5.0
72,39.926139,116.336812,2009-02-17 04:43:01,0.004546389295837571,3.2734002930030512,5.0
73,39.926138,116.336827,2009-02-17 04:43:06,0.0012870850976753766,0.9267012703262708,5.0
74,39.925861,116.336353,2009-02-17 04:43:57,0.005121984049075129,4.609785644167617,4.0
75,39.925902,116.336836,2009-02-17 04:44:53,0.0015116780836897346,1.088408220256609,5.0
76,39.926054,116.337312,2009-02-17 04:45:32,0.005095541017491875,4.585986915742686,4.0
77,39.926088,116.3373,2009-02-17 04:45:45,0.0,0.0,3.0
78,39.926094,116.337305,2009-02-17 04:45:47,0.0007915284254252209,1.4247511657653975,2.0
79,39.926164,116.337255,2009-02-17 04:46:07,0.005028343409369701,3.620407254746184,5.0
80,39.926034,116.337009,2009-02-17 04:46:33,0.0,0.0,3.0
81,39.92602700000001,116.337007,2009-02-17 04:46:35,0.0007958151182568676,1.4324672128623617,2.0
82,39.926053,116.337041,2009-02-17 04:47:09,0.0018790865065531149,1.3529422847182426,5.0
83,39.926066,116.337001,2009-02-17 04:47:17,0.0,0.0,3.0
84,39.926069,116.337004,2009-02-17 04:47:19,0.00042038778593509547,0.7566980146831719,2.0
85,39.926052,116.337007,2009-02-17 04:47:24,0.0019049069990995878,1.3715330393517031,5.0
86,39.92603,116.336925,2009-02-17 04:47:49,0.001960919557474403,1.4118620813815703,5.0
87,39.926071,116.336807,2009-02-17 04:48:03,0.001761716062196882,1.268435564781755,5.0
88,39.925874,116.336305,2009-02-17 04:48:38,0.0,0.0,3.0
89,39.925874,116.336311,2009-02-17 04:48:40,0.0005129167304807322,0.9232501148653179,2.0
90,39.92585800000001,116.336353,2009-02-17 04:48:50,0.001994197565495091,1.4358222471564654,5.0
91,39.92585800000001,116.336353,2009-02-17 04:48:50,0.001994197565495091,1.4358222471564654,5.0
92,39.92594,116.336195,2009-02-17 04:49:07,0.005731868051789572,5.158681246610615,4.0
93,39.925938,116.336354,2009-02-17 04:49:30,0.0,0.0,3.0
94,39.925933,116.33636,2009-02-17 04:49:32,0.0007558389003321798,1.3605100205979237,2.0
95,39.925948,116.336373,2009-02-17 04:49:37,0.002002226985564329,1.4416034296063165,5.0
