,Latitude,Longitude,Date_Time,Distance,Velocity,delta_t
0,39.91351,116.408032,2009-02-14 16:20:24,0.0,0.0,0.0
1,39.91351,116.408032,2009-02-14 16:20:24,0.0,0.0,0.0
2,39.914242,116.408275,2009-02-14 16:20:32,0.0067157253483470175,12.088305627024633,2.0
3,39.913954,116.408535,2009-02-14 16:20:47,0.0011752259573719415,1.41027114884633,3.0
4,39.913954,116.408535,2009-02-14 16:20:47,0.0011752259573719415,1.41027114884633,3.0
5,39.914036,116.408511,2009-02-14 16:20:59,0.0020004217052393427,1.4403036277723267,5.0
6,39.914297,116.408413,2009-02-14 16:21:15,0.0057402545289176755,6.888305434701213,3.0
7,39.914426,116.408444,2009-02-14 16:21:29,0.006405479541308402,4.6119452697420495,5.0
8,39.914154,116.408327,2009-02-14 16:21:51,0.0061360725531121,11.04493059560178,2.0
9,39.914027,116.408469,2009-02-14 16:22:05,0.005776246776105968,6.931496131327162,3.0
10,39.91403,116.408485,2009-02-14 16:22:10,0.001407983035529751,1.0137477855814208,5.0
11,39.914295,116.408792,2009-02-14 16:22:21,0.010662971006682693,19.193347812028847,2.0
12,39.914178,116.40947,2009-02-14 16:22:45,0.0,0.0,3.0
13,39.914173,116.409472,2009-02-14 16:22:47,0.0005809040756699737,1.0456273362059525,2.0
14,39.914173,116.409472,2009-02-14 16:22:47,0.0005809040756699737,1.0456273362059525,2.0
15,39.91418400000001,116.40947,2009-02-14 16:22:52,0.00123327555918634,0.8879584026141648,5.0
16,39.91424,116.409542,2009-02-14 16:23:12,0.001202146855461317,0.8655457359321485,5.0
17,39.91432800000001,116.4096,2009-02-14 16:23:23,0.001980174748539164,1.4257258189481976,5.0
18,39.914332,116.409585,2009-02-14 16:23:28,0.0013572316721784145,0.9772068039684584,5.0
19,39.914332,116.409585,2009-02-14 16:23:28,0.0013572316721784145,0.9772068039684584,5.0
20,39.914286,116.409561,2009-02-14 16:23:38,0.0020510239953521227,1.4767372766535285,5.0
21,39.914285,116.409548,2009-02-14 16:23:43,0.0011170389323337227,0.8042680312802803,5.0
22,39.914227,116.409467,2009-02-14 16:24:08,0.0016770134191459597,1.207449661785091,5.0
23,39.914105,116.409461,2009-02-14 16:24:17,0.007047137892986346,6.342424103687709,4.0
24,39.914004,116.409732,2009-02-14 16:24:32,0.004789336717157896,3.4483224363536853,5.0
25,39.91371,116.409697,2009-02-14 16:24:51,0.0015318821668841793,1.1029551601566092,5.0
26,39.91371,116.409697,2009-02-14 16:24:51,0.0015318821668841793,1.1029551601566092,5.0
27,39.914079,116.41036,2009-02-14 16:25:26,0.007311890835524662,26.322807007888787,1.0
28,39.914101,116.410977,2009-02-14 16:25:32,0.008923007565248595,32.12282723489494,1.0
29,39.913839,116.411421,2009-02-14 16:25:38,0.005635170017951909,20.28661206462688,1.0
30,39.913529,116.411451,2009-02-14 16:25:47,0.005892300876329465,7.070761051595357,3.0
31,39.913701,116.411634,2009-02-14 16:25:59,0.00591471689052813,7.097660268633756,3.0
32,39.912908,116.412146,2009-02-14 16:26:16,0.007420642383349421,26.71431258005792,1.0
33,39.912558,116.412205,2009-02-14 16:26:22,0.006792411335223347,24.45268080680405,1.0
34,39.912349,116.412152,2009-02-14 16:26:25,0.008429012882103447,30.34444637557241,1.0
